Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,Label
gregoirenoyelle.com,0,0,0,1,0,0,0,0,0
luottokunta.fi,0,0,0,1,0,0,0,0,0
p-world.co.jp,0,0,0,1,0,0,0,0,0
shimojima.co.jp,0,0,0,1,0,0,0,0,0
quup.com,0,0,0,1,0,0,0,0,0
slovarik.org,0,0,0,1,0,0,0,0,0
wow-air.de,0,0,0,1,0,0,0,0,0
sd35.bc.ca,0,0,0,1,0,0,0,0,0
casinoplanet.mobi,0,0,0,1,0,0,0,0,0
thetelecomspot.com,0,0,0,1,0,0,1,0,0
betdraws.com,0,0,0,1,0,0,0,0,0
babyservice.de,0,0,0,1,0,0,0,0,0
sooo.ch,0,0,0,1,0,0,0,0,0
spro.spb.ru,0,0,0,1,0,0,0,0,0
showbizbookings.com,0,0,0,1,0,0,0,0,0
lekkigardens.com,0,0,0,1,0,0,0,0,0
metub.com.vn,0,0,0,1,0,0,0,0,0
mitindo.it,0,0,0,1,0,0,0,0,0
powerpresspodcast.com,0,0,0,1,0,0,1,0,0
eulerhermes.se,0,0,0,1,0,0,0,0,0
poezd.ru,0,0,0,1,0,0,0,0,0
risecsp.net,0,0,0,1,0,0,0,0,0
goorigami.com,0,0,0,1,0,0,0,0,0
laleggepertutti.it,0,0,0,1,0,0,0,0,0
yuesesx.com,0,0,0,1,0,0,1,0,0
piliao.cn,0,0,0,1,0,0,0,0,0
eurosescort.com,0,0,0,1,0,0,1,0,0
pinkvisualpass.com,0,0,0,1,0,0,0,0,0
fillingpieces.com,0,0,0,1,0,0,0,0,0
actilingua.com,0,0,0,1,0,0,0,0,0
micinn.gob.es,0,0,0,1,0,0,0,0,0
antaer.com.mx,0,0,0,1,0,0,0,0,0
turtlerockstudios.com,0,0,0,1,0,0,0,0,0
ampersandhotel.com,0,0,0,1,0,0,0,0,0
parkingtech.cn,0,0,0,1,0,0,0,0,0
princerevolution.org,0,0,0,1,0,0,0,0,0
inkif.in,0,0,0,1,0,0,0,0,0
adorn-milk.com,0,0,0,1,0,0,0,0,0
smarttrip.ru,0,0,0,1,0,0,0,0,0
puntclub.com,0,0,0,1,0,0,0,0,0
trackredi.com,0,0,0,1,0,0,0,0,0
s-pal.jp,0,0,0,1,0,0,0,0,0
asamblea.gob.ni,0,0,0,1,0,0,0,0,0
spaaqs.ne.jp,0,0,0,1,0,0,0,0,0
sminq.com,0,0,0,1,0,0,0,0,0
tw-npo.org,0,0,0,1,0,0,0,0,0
allaboutvision.com,0,0,0,1,0,0,0,0,0
turtlebayresort.com,0,0,0,1,0,0,1,0,0
all-5.ru,0,0,0,1,0,0,0,0,0
top101news.com,0,0,0,1,0,0,0,0,0
hungryhappenings.com,0,0,0,1,0,0,0,0,0
lopics-for-you.com,0,0,0,1,0,0,0,0,0
certiba.com,0,0,0,1,0,0,0,0,0
xskhome.com,0,0,0,1,0,0,0,0,0
wplocker2.ga,0,0,0,1,0,0,0,0,0
kaikaimao.net,0,0,0,1,0,0,0,0,0
lebownetworknews.com,0,0,0,1,0,0,0,0,0
suredesigntshirts.com,0,0,0,1,0,0,0,0,0
focus-bikes.jp,0,0,0,1,0,0,0,0,0
sedic.es,0,0,0,1,0,0,0,0,0
saydamled.com,0,0,0,1,0,0,0,0,0
luzz.tv,0,0,0,1,0,0,0,0,0
psiquiatria.com,0,0,0,1,0,0,0,0,0
openwrt.org,0,0,0,1,0,0,0,0,0
compartimos.net,0,0,0,1,0,0,0,0,0
pornago.com,0,0,0,1,0,0,0,0,0
movingart.com,0,0,0,1,0,0,1,0,0
sou300.cn,0,0,0,1,0,0,0,0,0
visamapper.com,0,0,0,1,0,0,0,0,0
pressclubofindia.co.in,0,0,0,1,0,0,0,0,0
glutendude.com,0,0,0,1,0,0,0,0,0
basler.com,0,0,0,1,0,0,0,0,0
keenhome.io,0,0,0,1,0,0,0,0,0
tim4dev.com,0,0,0,1,0,0,0,0,0
makestickers.com,0,0,0,1,0,0,0,0,0
makebook.io,0,0,0,1,0,0,0,0,0
jkp-ads.com,0,0,0,1,0,0,0,0,0
sodexi.fr,0,0,0,1,0,0,0,0,0
pagetraffic.in,0,0,0,1,0,0,0,0,0
codenigeria.com,0,0,0,1,0,0,0,0,0
mybills.co.il,0,0,0,1,0,0,0,0,0
takeeateasy.co.uk,0,0,0,1,0,0,0,0,0
vb-wilferdingen-keltern.de,0,0,0,1,0,0,0,0,0
andnovar.wordpress.com,0,0,0,1,0,0,0,0,0
arenal.com,0,0,0,1,0,0,0,0,0
pokitdok.com,0,0,0,1,0,0,0,0,0
agentspitback.com.au,0,0,0,1,0,0,0,0,0
vmt-vision-technology.com,0,0,0,1,0,0,0,0,0
aardvarktopsitesphp.com,0,0,0,1,0,0,0,0,0
ring.com,0,0,0,1,0,0,0,0,0
mium.com.ua,0,0,0,1,0,0,0,0,0
emc-saval.cl,0,0,0,1,0,0,0,0,0
dzo-marketing.de,0,0,0,1,0,0,0,0,0
uzivo-tv.net,0,0,0,1,0,0,0,0,0
realsimple.com,0,0,0,1,0,0,0,0,0
tiredmummyoftwo.co.uk,0,0,0,1,0,0,0,0,0
latestwebdirectory.info,0,0,0,1,0,0,0,0,0
paypal-apac.com,0,0,0,1,0,0,0,0,0
wolterskluwerfs.com,0,0,0,1,0,0,0,0,0
senftoepfchen-theater.de,0,0,0,1,0,0,0,0,0
broyhillfurniture.com,0,0,0,1,0,0,0,0,0
frostyplace.com,0,0,0,1,0,0,0,0,0
renegadedietbook.com,0,0,0,1,0,0,0,0,0
0577hr.com,0,0,0,1,0,0,0,0,0
escuelasuperiordepnl.com,0,0,0,1,0,0,0,0,0
citizen-kompas.blogspot.co.id,0,0,0,1,0,0,1,0,0
the-cover-store.com,0,0,0,1,0,0,0,0,0
xn--editr-mua.net,0,0,0,1,0,0,0,0,0
hqbarata.com.br,0,0,0,1,0,0,0,0,0
scallystr8lads.tumblr.com,0,0,0,1,0,0,0,0,0
dietox.es,0,0,0,1,0,0,0,0,0
healthjobs.co.uk,0,0,0,1,0,0,0,0,0
ihlcanada.com,0,0,0,1,0,0,0,0,0
wiki-meds.ru,0,0,0,1,0,0,0,0,0
hdporntube.tv,0,0,0,1,0,0,0,0,0
wasserbabies.com,0,0,0,1,0,0,0,0,0
shuk.cn,0,0,0,1,0,0,0,0,0
no-shave.org,0,0,0,1,0,0,0,0,0
sonic.com,0,0,0,1,0,0,0,0,0
nwcable.net,0,0,0,1,0,0,0,0,0
verifiedcall.com,0,0,0,1,0,0,0,0,0
braidanracing.ca,0,0,0,1,0,0,0,0,0
gigagunstig.nl,0,0,0,1,0,0,0,0,0
aprendefotografiadigital.com,0,0,0,1,0,0,0,0,0
snoopystore.com,0,0,0,1,0,0,0,0,0
shayeganco.ir,0,0,0,1,0,0,0,0,0
167000.ru,0,0,0,1,0,0,0,0,0
dropdead.dk,0,0,0,1,0,0,0,0,0
japanbidstore.co.kr,0,0,0,1,0,0,0,0,0
bolgexeber.com,0,0,0,1,0,0,0,0,0
nexentireusa.com,0,0,0,1,0,0,0,0,0
businessesforsale.ru,0,0,0,1,0,0,0,0,0
laboutiquedepke.fr,0,0,0,1,0,0,0,0,0
squid.io,0,0,0,1,0,0,0,0,0
trident.edu,0,0,0,1,0,0,0,0,0
fordunews.com,0,0,0,1,0,0,0,0,0
promobile.ir,0,0,0,1,0,0,0,0,0
wp-tiles.com,0,0,0,1,0,0,0,0,0
mailasp.com.tw,0,0,0,1,0,0,0,0,0
forumlearn.ir,0,0,0,1,0,0,0,0,0
hartel.gr,0,0,0,1,0,0,0,0,0
piastraonde.it,0,0,0,1,0,0,0,0,0
paragon-inc.com,0,0,0,1,0,0,0,0,0
kansaita.jp,0,0,0,1,0,0,0,0,0
animalfactguide.com,0,0,0,1,0,0,0,0,0
instacelebs.net,0,0,0,1,0,0,0,0,0
oemshop.com.br,0,0,0,1,0,0,0,0,0
jclao.com,0,0,0,1,0,0,0,0,0
stylishcraze.com,0,0,0,1,0,0,0,0,0
financepaid.com,0,0,0,1,0,0,0,0,0
michelin.gr,0,0,0,1,0,0,0,0,0
zkhardreset.com,0,0,0,1,0,0,1,0,0
suamigila.com,0,0,0,1,0,0,0,0,0
mtn.gov.az,0,0,0,1,0,0,0,0,0
eplusgames.net,0,0,0,1,0,0,0,0,0
service-civique.gouv.fr,0,0,0,1,0,0,0,0,0
rejseplanen.dk,0,0,0,1,0,0,0,0,0
morebt.ru,0,0,0,1,0,0,0,0,0
bronzesnake.com,0,0,0,1,0,0,0,0,0
sendameal.com,0,0,0,1,0,0,0,0,0
lojabibi.com.br,0,0,0,1,0,0,0,0,0
kia-israel.co.il,0,0,0,1,0,0,0,0,0
o-om.com,0,0,0,1,0,0,0,0,0
homedepot.com.mx,0,0,0,1,0,0,1,0,0
flag.im,0,0,0,1,0,0,0,0,0
gdomain.cn,0,0,0,1,0,0,0,0,0
rv436.com,0,0,0,1,0,0,0,0,0
blinkbox.com,0,0,0,1,0,0,1,0,0
vf24.ru,0,0,0,1,0,0,0,0,0
topuneed.blogspot.com,0,0,0,1,0,0,1,0,0
hoanggiachau.com,0,0,0,1,0,0,0,0,0
emay.cn,0,0,0,1,0,0,0,0,0
finexo.com,0,0,0,1,0,0,0,0,0
shoppersampling.com,0,0,0,1,0,0,0,0,0
urbita.com,0,0,0,1,0,0,0,0,0
irpanasonic.com,0,0,0,1,0,0,0,0,0
formuladeneg.net,0,0,0,1,0,0,0,0,0
redesparalaciencia.com,0,0,0,1,0,0,0,0,0
kindleren.com,0,0,0,1,0,0,0,0,0
purex.com,0,0,0,1,0,0,1,0,0
fjx.co.jp,0,0,0,1,0,0,1,0,0
hanahyips.com,0,0,0,1,0,0,0,0,0
bulliondesk.com,0,0,0,1,0,0,0,0,0
my-moneymaker.ru,0,0,0,1,0,0,0,0,0
convibra.org,0,0,0,1,0,0,0,0,0
bazdeh.org,0,0,0,1,0,0,0,0,0
icracks.net,0,0,0,1,0,0,0,0,0
eroticatentacion.com,0,0,0,1,0,0,0,0,0
pubexec.com,0,0,0,1,0,0,0,0,0
lugradar.net,0,0,0,1,0,0,0,0,0
videomegaporn.com,0,0,0,1,0,0,0,0,0
uni.asso.fr,0,0,0,1,0,0,0,0,0
nextmuni.com,0,0,0,1,0,0,0,0,0
evaluationtoolbox.net.au,0,0,0,1,0,0,0,0,0
vitar.cz,0,0,0,1,0,0,0,0,0
bestnicknametees.com,0,0,0,1,0,0,0,0,0
supernovadirectory.com,0,0,0,1,0,0,0,0,0
capitalbankcard.com,0,0,0,1,0,0,0,0,0
brock.de,0,0,0,1,0,0,0,0,0
elecard.com,0,0,0,1,0,0,0,0,0
darwinpricing.com,0,0,0,1,0,0,0,0,0
staropramen.cz,0,0,0,1,0,0,0,0,0
fpark.ru,0,0,0,1,0,0,0,0,0
wma.my,0,0,0,1,0,0,0,0,0
mountainbike.be,0,0,0,1,0,0,0,0,0
24erfolg.eu,0,0,0,1,0,0,0,0,0
carezone.com,0,0,0,1,0,0,0,0,0
indubai.co.in,0,0,0,1,0,0,0,0,0
protenders.com,0,0,0,1,0,0,0,0,0
alargam.com,0,0,0,1,0,0,0,0,0
polatiyem.com,0,0,0,1,0,0,0,0,0
anntv.az,0,0,0,1,0,0,0,0,0
sweetpics.site,0,0,0,1,0,0,0,0,0
marketingwithscrembo.com,0,0,0,1,0,0,0,0,0
victoriamilan.hu,0,0,0,1,0,0,0,0,0
tekkaus.com,0,0,0,1,0,0,0,0,0
domain.com.bd,0,0,0,1,0,0,0,0,0
addyou.org,0,0,0,1,0,0,0,0,0
qsell.org,0,0,0,1,0,0,0,0,0
371hz.cn,0,0,0,1,0,0,0,0,0
cartridge-space.com,0,0,0,1,0,0,0,0,0
mytechmantra.com,0,0,0,1,0,0,0,0,0
fundacionbotin.org,0,0,0,1,0,0,0,0,0
selftaughtlinux.com,0,0,0,1,0,0,1,0,0
spooo.ru,0,0,0,1,0,0,0,0,0
christiaanconover.com,0,0,0,1,0,0,0,0,0
c21venture.in,0,0,0,1,0,0,0,0,0
recipe-robot.com,0,0,0,1,0,0,1,0,0
ozaki.tmall.com,0,0,0,1,0,0,0,0,0
sojoyoo.com,0,0,0,1,0,0,0,0,0
unicoin.ru,0,0,0,1,0,0,0,0,0
kdu.edu.ua,0,0,0,1,0,0,0,0,0
gaeatimes.com,0,0,0,1,0,0,0,0,0
architonic.com,0,0,0,1,0,0,0,0,0
dulcesdequeca.com,0,0,0,1,0,0,0,0,0
atyaristuyolari.com,0,0,0,1,0,0,0,0,0
emiratesracing.com,0,0,0,1,0,0,0,0,0
fidelitybankplc.com,0,0,0,1,0,0,0,0,0
lanzadera.es,0,0,0,1,0,0,0,0,0
vindaas.com,0,0,0,1,0,0,0,0,0
leasingsh.ro,0,0,0,1,0,0,0,0,0
astr24.ru,0,0,0,1,0,0,0,0,0
harzer-wandernadel.de,0,0,0,1,0,0,0,0,0
knysims.com.br,0,0,0,1,0,0,0,0,0
hokej-litvinov.cz,0,0,0,1,0,0,0,0,0
gov12.ru,0,0,0,1,0,0,0,0,0
extremeleadprogram.com,0,0,0,1,0,0,0,0,0
skream.jp,0,0,0,1,0,0,0,0,0
car-pass.be,0,0,0,1,0,0,0,0,0
momsdish.com,0,0,0,1,0,0,0,0,0
disneyinstitute.com,0,0,0,1,0,0,0,0,0
traviscistatus.com,0,0,0,1,0,0,0,0,0
the265.com,0,0,0,1,0,0,0,0,0
sierrabmwonline.com,0,0,0,1,0,0,0,0,0
namasha.com,0,0,0,1,0,0,0,0,0
emmaalexandrapage.co,0,0,0,1,0,0,0,0,0
laboculinaire.com,0,0,0,1,0,0,0,0,0
lcjgddc.com,0,0,0,1,0,0,0,0,0
51bidlive.com,0,0,0,1,0,0,0,0,0
gameflasher.ru,0,0,0,1,0,0,0,0,0
buket.io,0,0,0,1,0,0,0,0,0
trueaudio.com,0,0,0,1,0,0,0,0,0
simforums.com,0,0,0,1,0,0,0,0,0
swellmayde.com,0,0,0,1,0,0,0,0,0
elperiodiquito.com,0,0,0,1,0,0,0,0,0
onlinefanpagedesigner.com,0,0,0,1,0,0,0,0,0
cocopanda.dk,0,0,0,1,0,0,0,0,0
telifhaklari.gov.tr,0,0,0,1,0,0,0,0,0
dj-punjab.info,0,0,0,1,0,0,0,0,0
paintandpattern.com,0,0,0,1,0,0,0,0,0
siirfm.com,0,0,0,1,0,0,0,0,0
justforkix.com,0,0,0,1,0,0,1,0,0
kenhgamez.com,0,0,0,1,0,0,0,0,0
maxxcard.co.kr,0,0,0,1,0,0,0,0,0
exohot.com,0,0,0,1,0,0,1,0,0
caihang.com,0,0,0,1,0,0,0,0,0
ilounge.com.ua,0,0,0,1,0,0,0,0,0
mobstub.com,0,0,0,1,0,0,0,0,0
semirfashion.tmall.com,0,0,0,1,0,0,0,0,0
yellowpages.co.tz,0,0,0,1,0,0,0,0,0
ledroitdereussir.com,0,0,0,1,0,0,0,0,0
imvu-customer-sandbox.com,0,0,0,1,0,0,1,0,0
ejie.me,0,0,0,1,0,0,0,0,0
programandoointentandolo.com,0,0,0,1,0,0,0,0,0
smartron.ru,0,0,0,1,0,0,0,0,0
curiouscat.com,0,0,0,1,0,0,1,0,0
hotsouthindiansex.com,0,0,0,1,0,0,1,0,0
luminusweb.net,0,0,0,1,0,0,0,0,0
draugam.lv,0,0,0,1,0,0,0,0,0
beowulf1117.tumblr.com,0,0,0,1,0,0,0,0,0
isdaratdawlatalislam.wordpress.com,0,0,0,1,0,0,0,0,0
sistemalibertad.net,0,0,0,1,0,0,0,0,0
msa.com.tr,0,0,0,1,0,0,0,0,0
kolorymeksyku.pl,0,0,0,1,0,0,0,0,0
elblogdeecommerce.com,0,0,0,1,0,0,0,0,0
coordinationrurale.fr,0,0,0,1,0,0,0,0,0
vocational-courses.co.in,0,0,0,1,0,0,0,0,0
stage.fr,0,0,0,1,0,0,0,0,0
free-mobi.org,0,0,0,1,0,0,0,0,0
sfsintec.biz,0,0,0,1,0,0,0,0,0
ajur-shop.ru,0,0,0,1,0,0,0,0,0
hadithdujour.com,0,0,0,1,0,0,0,0,0
ma2zika.com,0,0,0,1,0,0,0,0,0
cup.li,0,0,0,1,0,0,0,0,0
jkanime.net,0,0,0,1,0,0,0,0,0
kaptest.com,0,0,0,1,0,0,1,0,0
javlive.org,0,0,0,1,0,0,0,0,0
estsoft.co.kr,0,0,0,1,0,0,1,0,0
xxxvids.biz,0,0,0,1,0,0,0,0,0
racius.com,0,0,0,1,0,0,0,0,0
tennisnews.gr,0,0,0,1,0,0,0,0,0
pzm.pl,0,0,0,1,0,0,0,0,0
rarehistoricalphotos.com,0,0,0,1,0,0,0,0,0
hscode.org,0,0,0,1,0,0,0,0,0
yurig.info,0,0,0,1,0,0,0,0,0
megasearch.us,0,0,0,1,0,0,0,0,0
peliculasputlocker.net,0,0,0,1,0,0,0,0,0
z-tools.co.il,0,0,0,1,0,0,0,0,0
1800sports.in,0,0,0,1,0,0,0,0,0
jambooty.be,0,0,0,1,0,0,0,0,0
navyrecognition.com,0,0,0,1,0,0,0,0,0
chinaconsulatesf.org,0,0,0,1,0,0,0,0,0
oldbuddiesbbs.net,0,0,0,1,0,0,0,0,0
goodmorningwilton.com,0,0,0,1,0,0,0,0,0
sociosdofuturo.com.br,0,0,0,1,0,0,0,0,0
sharps.co.uk,0,0,0,1,0,0,0,0,0
caseyswood.com,0,0,0,1,0,0,0,0,0
mzyy94.com,0,0,0,1,0,0,0,0,0
mimicosmetics.com,0,0,0,1,0,0,0,0,0
xlo.hu,0,0,0,1,0,0,0,0,0
servir.gob.pe,0,0,0,1,0,0,0,0,0
whitesilkpanties.com,0,0,0,1,0,0,0,0,0
perchla.com,0,0,0,1,0,0,0,0,0
mec.gob.ar,0,0,0,1,0,0,0,0,0
pornomp.com,0,0,0,1,0,0,0,0,0
belowcepek.com,0,0,0,1,0,0,0,0,0
zdress.com,0,0,0,1,0,0,0,0,0
bitcard.ws,0,0,0,1,0,0,0,0,0
stitchfixreviews.com,0,0,0,1,0,0,0,0,0
shrkqp.com,0,0,0,1,0,0,0,0,0
bluefantasies.net,0,0,0,1,0,0,0,0,0
piranesi.ru,0,0,0,1,0,0,0,0,0
njs-export.com,0,0,0,1,0,0,1,0,0
docplayer.it,0,0,0,1,0,0,0,0,0
fszhengda.cn,0,0,0,1,0,0,0,0,0
aussiemethod.com,0,0,0,1,0,0,0,0,0
jsindustries.net,0,0,0,1,0,0,0,0,0
cubo.network,0,0,0,1,0,0,0,0,0
girliescrochet.com,0,0,0,1,0,0,1,0,0
starclassifieds.com,0,0,0,1,0,0,0,0,0
maremoandpuff.blogspot.pt,0,0,0,1,0,0,0,0,0
himbeer-magazin.de,0,0,0,1,0,0,0,0,0
hct.com.tw,0,0,0,1,0,0,1,0,0
rapidgator.com,0,0,0,1,0,0,0,0,0
aulaplaneta.com,0,0,0,1,0,0,0,0,0
caolinhchihanquoc.com,0,0,0,1,0,0,0,0,0
poundwholesale.co.uk,0,0,0,1,0,0,0,0,0
laraweb.de,0,0,0,1,0,0,0,0,0
gnu.com,0,0,0,1,0,0,0,0,0
gooddailynews.co.kr,0,0,0,1,0,0,0,0,0
alivenetsolutions.com,0,0,0,1,0,0,0,0,0
bbwtubeclub.com,0,0,0,1,0,0,0,0,0
designarcinteriors.com,0,0,0,1,0,0,0,0,0
godliteratury.ru,0,0,0,1,0,0,0,0,0
agropartner.rs,0,0,0,1,0,0,0,0,0
ivue.ru,0,0,0,1,0,0,0,0,0
elenis.com,0,0,0,1,0,0,0,0,0
tennis-point.it,0,0,0,1,0,0,0,0,0
mediahouse360.com,0,0,0,1,0,0,0,0,0
zigbee.org,0,0,0,1,0,0,0,0,0
cartel011.com.br,0,0,0,1,0,0,0,0,0
ets2mod.com,0,0,0,1,0,0,0,0,0
nrel.gov,0,0,0,1,0,0,0,0,0
democraticaudit.com,0,0,0,1,0,0,1,0,0
backlinkmi.com,0,0,0,1,0,0,0,0,0
kishrentsadra.ir,0,0,0,1,0,0,0,0,0
weblogy.net,0,0,0,1,0,0,0,0,0
wildlife-removal.com,0,0,0,1,0,0,0,0,0
wphost.me,0,0,0,1,0,0,0,0,0
romanliutikov.com,0,0,0,1,0,0,0,0,0
goltisacademy.com,0,0,0,1,0,0,0,0,0
yunkuaizhan.cn,0,0,0,1,0,0,0,0,0
wanz-factory.com,0,0,0,1,0,0,0,0,0
actcenter.kr,0,0,0,1,0,0,0,0,0
hellofood.com.br,0,0,0,1,0,0,0,0,0
akendi.ca,0,0,0,1,0,0,0,0,0
bif-support.dk,0,0,0,1,0,0,0,0,0
glamwrap.com.au,0,0,0,1,0,0,0,0,0
winphonemetro.com,0,0,0,1,0,0,0,0,0
hediyehome.com,0,0,0,1,0,0,0,0,0
boilerapartments.com,0,0,0,1,0,0,0,0,0
ecalypse.com,0,0,0,1,0,0,0,0,0
syumimania.com,0,0,0,1,0,0,0,0,0
cat.com,0,0,0,1,0,0,1,0,0
nmmi.edu,0,0,0,1,0,0,0,0,0
paincash.com,0,0,0,1,0,0,0,0,0
dysonmall.co.kr,0,0,0,1,0,0,0,0,0
baumit.de,0,0,0,1,0,0,0,0,0
outlook-tips.net,0,0,0,1,0,0,0,0,0
growthink.com,0,0,0,1,0,0,0,0,0
purjus.fr,0,0,0,1,0,0,0,0,0
risedine.com,0,0,0,1,0,0,0,0,0
piggott.wokingham.sch.uk,0,0,0,1,0,0,0,0,0
itiscannizzaro.org,0,0,0,1,0,0,0,0,0
sertracen.com.sv,0,0,0,1,0,0,0,0,0
discoveryfuck.tv,0,0,0,1,0,0,0,0,0
safedomain.net,0,0,0,1,0,0,0,0,0
esata.ir,0,0,0,1,0,0,0,0,0
lfcsupporterszone.com,0,0,0,1,0,0,0,0,0
citycenter.jo,0,0,0,1,0,0,0,0,0
prospect.org,0,0,0,1,0,0,0,0,0
findoout.com,0,0,0,1,0,0,1,0,0
td2tl.com,0,0,0,1,0,0,0,0,0
1premium1.com,0,0,0,1,0,0,0,0,0
uwgsports.com,0,0,0,1,0,0,0,0,0
seven-seas.com,0,0,0,1,0,0,0,0,0
chinese-linguipedia.org,0,0,0,1,0,0,0,0,0
hrmagazine.co.uk,0,0,0,1,0,0,0,0,0
elswordplayers.com.br,0,0,0,1,0,0,0,0,0
newjerseyhills.com,0,0,0,1,0,0,0,0,0
liluasian.com,0,0,0,1,0,0,0,0,0
markazdavari.com,0,0,0,1,0,0,0,0,0
priceclub.co.kr,0,0,0,1,0,0,0,0,0
lebaranbelanjaonline.com,0,0,0,1,0,0,0,0,0
radioteteatete.com,0,0,0,1,0,0,0,0,0
d21.co.jp,0,0,0,1,0,0,0,0,0
accountgen.co,0,0,0,1,0,0,0,0,0
gba.gob.ar,0,0,0,1,0,0,0,0,0
mywheaton.org,0,0,0,1,0,0,0,0,0
travelibro.com,0,0,0,1,0,0,0,0,0
apptricker.in,0,0,0,1,0,0,0,0,0
gatsbyindia.co.in,0,0,0,1,0,0,0,0,0
climabothanico.com.br,0,0,0,1,0,0,0,0,0
genechem.com.cn,0,0,0,1,0,0,0,0,0
oquevemporai.com,0,0,0,1,0,0,0,0,0
bioou.com,0,0,0,1,0,0,0,0,0
teleblik.nl,0,0,0,1,0,0,0,0,0
coper.biz,0,0,0,1,0,0,0,0,0
lenonsens.com,0,0,0,1,0,0,0,0,0
123dang.com,0,0,0,1,0,0,0,0,0
mitoscortos.com.mx,0,0,0,1,0,0,0,0,0
biladi.fr,0,0,0,1,0,0,0,0,0
bebiklub.pl,0,0,0,1,0,0,0,0,0
huangpuqu.sh.cn,0,0,0,1,0,0,0,0,0
gamarra.com.pe,0,0,0,1,0,0,0,0,0
forbesmagazine.com,0,0,0,1,0,0,0,0,0
liliana.click,0,0,0,1,0,0,0,0,0
helpchild.by,0,0,0,1,0,0,0,0,0
yarmama.com,0,0,0,1,0,0,0,0,0
yemadai.com,0,0,0,1,0,0,0,0,0
incucai.gov.ar,0,0,0,1,0,0,0,0,0
maxmind.com,0,0,0,1,0,0,0,0,0
